"FTSE EPRA Nareit United States USD Price Return Index | Price History                                          04-May-2021 23:39",,,,,,,
,,,,,,,
,,,,,,,
.FTUNUS,,,,,,,
"Interval: Daily",,,,,,,
"History Period: 04-May-2001 - 03-May-2021",,,,,,,
"Currency Conversion: USD",,,,,,,
,,,,,,,
,,,,,,,
".FTUNUS Statistics     Daily     04-May-2001 - 03-May-2021",,,,,,,
Price,,,Up/Down,,"Price Change (Close-Close)",,
High,"3431,19",2020/02/21,Up,2688,Up,"0,183511498032571",2008/11/24
Low,"688,96",2009/03/06,Down,2331,Down,"-0,194984218903146",2008/12/01
Avg,"2241,01562143895",,Unch,172,Period,"1,68930494101673","04-May-2001 - 03-May-2021"
,,,,,,,
,,,,,,,
".FTUNUS History     Daily     04-May-2001 - 03-May-2021",,,,,,,
"Exchange Date",Close,Net,%Chg,Open,Low,High,
2017/04/07,"2941,86","2,40000000000009","0,000816476495682912","2939,46","2938,23","2954,69",
2017/04/06,"2939,46","16,02","0,00547984566127575","2923,44","2911,4","2943,34",
2017/04/05,"2923,44","3,67000000000007","0,00125694832127191","2919,77","2919,77","2938,24",
2017/04/04,"2919,77","0,0599999999999454","2,05499861287407E-05","2919,71","2913,66","2938,97",
2017/04/03,"2919,71","6,36000000000013","0,00218305387268956","2913,35","2902,96","2924,34",
2017/03/31,"2913,35","16,4499999999998","0,00567848389657904","2896,9","2895,43","2919,96",
2017/03/30,"2896,9","6,0300000000002","0,00208587726186242","2890,87","2866,71","2898,06",
2017/03/29,"2890,87","4,65000000000009","0,00161110379666141","2886,22","2867,8","2890,87",
2017/03/28,"2886,22","12,3899999999999","0,00431131973707557","2873,83","2850,73","2887,95",
2017/03/27,"2873,83","-26,5300000000002","-0,00914714035499048","2900,36","2863,81","2908,76",
2017/03/24,"2900,36","-1,54999999999973","-0,000534130968913484","2901,91","2898,05","2915,64",
2017/03/23,"2901,91","21,3399999999997","0,00740825600488781","2880,57","2877,46","2922,61",
2017/03/22,"2880,57","-3,36999999999989","-0,00116854026089305","2883,94","2851,21","2889,34",
2017/03/21,"2883,94","-9,25999999999976","-0,00320060832296411","2893,2","2878,48","2903,84",
2017/03/20,"2893,2","-6,5","-0,00224161120115874","2899,7","2889,56","2906,51",
2017/03/17,"2899,7","11,96","0,00414164710119333","2887,74","2884,79","2909,44",
2017/03/16,"2887,74",-5,"-0,00172846505389354","2892,74","2883,26","2903,86",
2017/03/15,"2892,74","62,7299999999996","0,0221659994134295","2830,01","2830,01","2904,25",
2017/03/14,"2830,01","-2,52999999999975","-0,000893191270026106","2832,54","2815,98","2836,74",
2017/03/13,"2832,54","0,949999999999818","0,000335500549161361","2831,59","2821,64","2849,13",
2017/03/10,"2831,59","-10,3299999999999","-0,00363486656908003","2841,92","2816,29","2872,52",
2017/03/09,"2841,92","-49,2999999999997","-0,0170516252654588","2891,22","2837,56","2899,97",
2017/03/08,"2891,22","-52,46","-0,0178212305685401","2943,68","2890,17","2943,68",
2017/03/07,"2943,68","-12,3300000000004","-0,00417116315574047","2956,01","2929,24","2956,01",
2017/03/06,"2956,01","-15,1499999999996","-0,00509901856513942","2971,16","2943,17","2971,16",
2017/03/03,"2971,16","-14,1600000000003","-0,00474321010812922","2985,32","2941,05","2985,32",
2017/03/02,"2985,32","-14,7999999999997","-0,00493313600789293","3000,12","2974,47","3000,12",
2017/03/01,"3000,12","-11,52","-0,00382515838546439","3011,64","2992,89","3016,69",
2017/02/28,"3011,64","-22,4400000000001","-0,00739598164847336","3034,08","3003,85","3034,08",
2017/02/27,"3034,08","18,21","0,00603805866963763","3015,87","3013,52","3042,68",
2017/02/24,"3015,87","12,4000000000001","0,00412855796795043","3003,47","2988,71","3015,94",
2017/02/23,"3003,47","18,0799999999999","0,00605616016667837","2985,39","2975,62","3005,64",
2017/02/22,"2985,39","-11,2200000000003","-0,00374423098100862","2996,61","2971,43","3007,61",
2017/02/21,"2996,61","39,54","0,0133713439316621","2957,07","2950,58","2999,65",
2017/02/20,"2957,07",0,0,"2950,16","2931,56","2959,21",
2017/02/17,"2957,07","6,91000000000031","0,0023422458442933","2950,16","2931,56","2959,21",
2017/02/16,"2950,16","19,7999999999997","0,00675684898783758","2930,36","2930,36","2968,69",
2017/02/15,"2930,36","-12,0499999999997","-0,00409528243854518","2942,41","2905,01","2942,41",
2017/02/14,"2942,41","-16,46","-0,00556293449864308","2958,87","2917,81","2958,87",
2017/02/13,"2958,87","1,25999999999976","0,000426019657764128","2957,61","2940,96","2968,82",
2017/02/10,"2957,61","20,1600000000003","0,00686309554205189","2937,45","2932,32","2959,33",
2017/02/09,"2937,45","4,75","0,00161966788283834","2932,7","2927,84","2942,8",
2017/02/08,"2932,7","24,71","0,00849727818871455","2907,99","2907,99","2937,69",
2017/02/07,"2907,99","-11,1600000000003","-0,0038230306767382","2919,15","2903,48","2931,16",
2017/02/06,"2919,15","-5,76999999999998","-0,00197270352693406","2924,92","2913,04","2930,35",
2017/02/03,"2924,92","15,6700000000001","0,00538626793847214","2909,25","2909,25","2935,29",
2017/02/02,"2909,25","34,6199999999999","0,0120432890493733","2874,63","2874,63","2911,16",
2017/02/01,"2874,63","-39,4000000000001","-0,0135207942265523","2914,03","2872,95","2927,49",
2017/01/31,"2914,03","23,6700000000001","0,00818929129935374","2890,36","2890,36","2932,14",
2017/01/30,"2890,36","-18,6700000000001","-0,00641794687576274","2909,03","2881,87","2909,03",
2017/01/27,"2909,03","-32,2999999999997","-0,0109814267695225","2941,33","2898,73","2948,18",
2017/01/26,"2941,33","-6,86999999999989","-0,00233023539786985","2948,2","2938,13","2960,43",
2017/01/25,"2948,2","-18,7400000000002","-0,00631627198392965","2966,94","2940,02","2970,94",
2017/01/24,"2966,94","-3,09000000000015","-0,00104039353137852","2970,03","2955,89","2980,57",
2017/01/23,"2970,03","23,9900000000002","0,00814313451276976","2946,04","2942,94","2973,74",
2017/01/20,"2946,04","21,6999999999998","0,00742047778302106","2924,34","2919,47","2947,04",
2017/01/19,"2924,34","-33,3099999999999","-0,0112623197470965","2957,65","2918,44","2957,65",
2017/01/18,"2957,65","4,22000000000025","0,00142884713705768","2953,43","2948,21","2967,53",
2017/01/17,"2953,43","24,1699999999996","0,00825123068624827","2929,26","2929,26","2953,46",
2017/01/16,"2929,26",0,0,"2934,21","2920,36","2941,77",
2017/01/13,"2929,26","-4,94999999999982","-0,00168699581829515","2934,21","2920,36","2941,77",
2017/01/12,"2934,21","14,8200000000002","0,00507640294719108","2919,39","2893,56","2935,17",
2017/01/11,"2919,39","-19,7600000000002","-0,00672303216916463","2939,15","2916,94","2942,2",
2017/01/10,"2939,15","-27,9099999999999","-0,00940661799896189","2967,06","2938,01","2967,06",
2017/01/09,"2967,06","-30,0599999999999","-0,0100296284433056","2997,12","2966,6","2998,8",
2017/01/06,"2997,12","-0,960000000000036","-0,000320204931155952","2998,08","2983,05","3011,32",
2017/01/05,"2998,08","9,82999999999993","0,00328955074039988","2988,25","2949,8","2999,28",
2017/01/04,"2988,25","43,96","0,0149305944726912","2944,29","2944,29","2992,46",
2017/01/03,"2944,29","8,63999999999987","0,0029431301415359","2935,65","2922,97","2948,69",
2017/01/02,"2935,65",0,0,"2898,95","2893,74","2943,65",
2016/12/30,"2935,65","36,7000000000003","0,0126597561185948","2898,95","2893,74","2943,65",
2016/12/29,"2898,95","33,1499999999996","0,0115674506246073","2865,8","2863,13","2906,06",
2016/12/28,"2865,8","-24,8899999999999","-0,00861040097692934","2890,69","2856,85","2890,69",
2016/12/27,"2890,69","5,17000000000007","0,00179170478804516","2885,52","2879,84","2899,78",
2016/12/26,"2885,52",0,0,"2879,69","2873,46","2888,42",
2016/12/23,"2885,52","5,82999999999993","0,00202452347301269","2879,69","2873,46","2888,42",
2016/12/22,"2879,69","-4,44000000000005","-0,00153945903964109","2884,13","2852,88","2884,13",
2016/12/21,"2884,13","-44,9699999999998","-0,0153528387559318","2929,1","2884,13","2947,38",
2016/12/20,"2929,1","4,65999999999985","0,00159346746727574","2924,44","2911,5","2940,11",
2016/12/19,"2924,44","30,46","0,0105252973413776","2893,98","2893,98","2934,42",
2016/12/16,"2893,98","47,46","0,0166729901774799","2846,52","2846,52","2906,43",
2016/12/15,"2846,52","-17,8600000000001","-0,0062352062226381","2864,38","2838,56","2884,58",
2016/12/14,"2864,38","-67,8499999999999","-0,0231393853824563","2932,23","2862,39","2932,52",
2016/12/13,"2932,23","-1,50999999999976","-0,00051470137094622","2933,74","2909,54","2942,67",
2016/12/12,"2933,74","17,1499999999996","0,0058801545640627","2916,59","2907,15","2935,02",
2016/12/09,"2916,59","-5,08999999999969","-0,00174214835300228","2921,68","2912,46","2944,84",
2016/12/08,"2921,68","16,0799999999999","0,00553414096916297","2905,6","2879,14","2929,01",
2016/12/07,"2905,6","58,1900000000001","0,0204361156278864","2847,41","2847,41","2907,32",
2016/12/06,"2847,41","16,7999999999997","0,00593511645899637","2830,61","2825,07","2854,98",
2016/12/05,"2830,61","22,0500000000002","0,00785099837639224","2808,56","2798,65","2831,65",
2016/12/02,"2808,56","28,9699999999998","0,010422400425962","2779,59","2779,59","2834,01",
2016/12/01,"2779,59","-42,9400000000001","-0,0152133015415248","2822,53","2765,56","2822,53",
2016/11/30,"2822,53","-30,3499999999999","-0,0106383724516979","2852,88","2808,4","2852,88",
2016/11/29,"2852,88","26,25","0,00928667706774498","2826,63","2826,63","2863,79",
2016/11/28,"2826,63","13,5799999999999","0,00482750039992177","2813,05","2813,05","2842,01",
2016/11/25,"2813,05","14,23","0,00508428552032643","2798,82","2798,82","2828,03",
2016/11/24,"2798,82",0,0,"2809,41","2773,88","2809,41",
2016/11/23,"2798,82","-10,5899999999997","-0,00376947472956944","2809,41","2773,88","2809,41",
2016/11/22,"2809,41",46,"0,0166461002891355","2763,41","2763,41","2810,53",
2016/11/21,"2763,41","-7,74000000000024","-0,0027930642513037","2771,15","2758,88","2797,22",
2016/11/18,"2771,15","5,41000000000031","0,00195607685465746","2765,74","2756,74","2779,82",
2016/11/17,"2765,74","-29,3700000000003","-0,0105076365509767","2795,11","2762,28","2811,95",
2016/11/16,"2795,11","-5,94000000000005","-0,00212063333392837","2801,05","2775,5","2811,14",
2016/11/15,"2801,05","-29,1599999999999","-0,0103031223831447","2830,21",2784,"2858,56",
2016/11/14,"2830,21","63,96","0,0231215544509715","2766,31","2748,23","2835,83",
2016/11/11,"2766,25","19,7800000000002","0,00720197198585828","2746,47","2746,47","2799,83",
2016/11/10,"2746,47","-42,98","-0,0154080553514134","2789,45","2708,21","2789,45",
2016/11/09,"2789,45","-48,52","-0,017096727590496","2837,97","2735,09","2837,97",
2016/11/08,"2837,97","13,8499999999999","0,0049041825418183","2824,12","2815,12","2845,14",
2016/11/07,"2824,12","45,77","0,0164738063958824","2778,35","2778,35","2825,54",
2016/11/04,"2778,35","18,7799999999997","0,0068054080889413","2759,57","2752,76","2786,9",
2016/11/03,"2759,57","-18,6599999999999","-0,00671650655273316","2778,23","2756,56","2783,6",
2016/11/02,"2778,23","-41,7800000000002","-0,0148155502994671","2820,01","2778,17","2822,17",
2016/11/01,"2820,01","-64,1899999999996","-0,0222557381596282","2884,2","2810,32","2884,2",
2016/10/31,"2884,2","47,8999999999996","0,0168881994147303","2836,3","2836,3","2886,79",
2016/10/28,"2836,3",7,"0,00247411020393737","2829,3","2827,18","2858,37",
2016/10/27,"2829,3","-74,5699999999997","-0,0256795242211255","2903,87","2821,94","2903,87",
2016/10/26,"2903,87","-38,5900000000001","-0,0131148766678222","2942,46","2883,4","2942,46",
2016/10/25,"2942,46","-7,88000000000011","-0,00267087861060085","2950,34","2929,49","2950,34",
2016/10/24,"2950,34","8,57999999999993","0,00291662134232566","2941,76","2937,46","2976,67",
2016/10/21,"2941,76","-12,6399999999999","-0,00427836447332787","2954,4",2931,"2954,4",
2016/10/20,"2954,4","-7,11999999999989","-0,00240417083119476","2961,52","2939,44","2971,01",
2016/10/19,"2961,52","5,86000000000013","0,00198263670381577","2955,66","2940,12","2964,37",
2016/10/18,"2955,66","18,0299999999997","0,00613760071894682","2937,63","2937,63","2971,83",
2016/10/17,"2937,63","5,42000000000007","0,0018484351393659","2932,21","2932,21","2954,84",
2016/10/14,"2932,21","-11,9299999999998","-0,00405211708682326","2944,14","2927,28","2961,65",
2016/10/13,"2944,14","22,1299999999997","0,00757355382082869","2922,01","2911,84","2947,77",
2016/10/12,"2922,01","30,7000000000003","0,010618024355742","2891,31","2891,31","2923,79",
2016/10/11,"2891,31","-29,5999999999999","-0,0101338281562937","2920,91","2884,71","2922,3",
2016/10/10,"2920,91","17,5099999999998","0,0060308603705999","2903,4","2903,4","2931,44",
2016/10/07,"2903,4","-4,54999999999973","-0,00156467614642608","2907,95","2891,35","2949,98",
2016/10/06,"2907,95","0,429999999999836","0,000147892361875356","2907,52","2869,07","2927,58",
2016/10/05,"2907,52","-61,1599999999999","-0,0206017489254483","2968,68","2905,61","2985,54",
2016/10/04,"2968,68","-43,5599999999999","-0,0144609991235758","3012,24","2950,75","3012,24",
2016/10/03,"3012,24","-57,73","-0,0188047440202999","3069,97","3005,5","3069,97",
2016/09/30,"3069,97","-20,9100000000003","-0,00676506367118759","3090,88","3069,68","3117,86",
2016/09/29,"3090,88","-44,5899999999997","-0,0142211534474894","3135,47","3084,27","3135,47",
2016/09/28,"3135,47","20,4899999999998","0,00657789135082722","3114,98","3106,15","3136,97",
2016/09/27,"3114,98","-33,04","-0,0104954860515499","3148,02","3111,28","3154,46",
2016/09/26,"3148,02","7,5","0,00238813954376982","3140,52","3127,57","3155,54",
2016/09/23,"3140,52","7,28999999999996","0,00232667247536886","3133,23","3098,37","3152,28",
2016/09/22,"3133,23","56,2800000000002","0,0182908399551505","3076,95","3076,95","3134,02",
2016/09/21,"3076,95","38,73","0,0127475956316528","3038,22","3002,73","3080,59",
2016/09/20,"3038,22","-1,15000000000009","-0,000378367885449975","3039,37","3037,81","3056,34",
2016/09/19,"3039,37","26,9200000000001","0,00893624790452956","3012,45","3012,45","3041,2",
2016/09/16,"3012,45","0,5","0,000166005411776424","3011,95","2991,88","3014,75",
2016/09/15,"3011,95","9,51999999999998","0,00317076501367225","3002,43","2988,63","3015,4",
2016/09/14,"3002,43","11,8299999999999","0,00395572794756903","2990,6","2990,6","3015,82",
2016/09/13,"2990,6","-81,4200000000001","-0,0265037336996504","3072,02","2986,41","3072,02",
2016/09/12,"3072,02","34,8400000000001","0,0114711673328549","3037,18","3028,51","3083,9",
2016/09/09,"3037,18","-124,63","-0,0394172957894371","3161,81","3037,18","3161,81",
2016/09/08,"3161,81","-40,9099999999999","-0,0127735175101164","3202,72","3159,69","3202,72",
2016/09/07,"3202,72","20,6199999999999","0,00647999748593693","3182,1","3169,38","3203,1",
2016/09/06,"3182,1","21,27","0,00672924516661762","3160,83","3150,68","3182,15",
2016/09/05,"3160,83",0,0,"3135,38","3135,38","3198,05",
2016/09/02,"3160,83","25,4499999999998","0,00811703844510069","3135,38","3135,38","3198,05",
2016/09/01,"3135,38","-7,67999999999984","-0,00244347864819629","3143,06","3120,56","3145,63",
2016/08/31,"3143,06","2,77999999999975","0,000885271377074575","3140,28","3124,61","3151,19",
2016/08/30,"3140,28","-5,10999999999967","-0,00162459981115209","3145,39","3111,99","3149,18",
2016/08/29,"3145,39","31,9299999999998","0,0102554714048036","3113,46","3113,46","3152,35",
2016/08/26,"3113,46","-31,0999999999999","-0,00989009591166965","3144,56","3093,41","3167,28",
2016/08/25,"3144,56","15,4400000000001","0,00493429462596514","3129,12","3129,12","3164,24",
2016/08/24,"3129,12","-15,3000000000002","-0,00486576220733877","3144,42","3113,07","3147,24",
2016/08/23,"3144,42","2,76000000000022","0,000878516453085381","3141,66","3141,66","3159,42",
2016/08/22,"3141,66","14,9099999999999","0,00476852962341084","3126,75","3125,2","3142,03",
2016/08/19,"3126,75","-23,7600000000002","-0,00754163611605747","3150,51","3116,6","3150,51",
2016/08/18,"3150,51","-1,83999999999969","-0,000583691531714337","3152,35","3136,89","3160,74",
2016/08/17,"3152,35","11,1799999999998","0,00355918336161361","3141,17","3115,8","3154,52",
2016/08/16,"3141,17","-38,1500000000001","-0,0119994212598921","3179,32","3136,47","3179,32",
2016/08/15,"3179,32","-4,75999999999976","-0,00149493731313276","3184,08","3177,21","3195,71",
2016/08/12,"3184,08","13,1700000000001","0,00415338183675982","3170,91","3170,91","3213,65",
2016/08/11,"3170,91","-39,29","-0,0122391128278612","3210,2","3155,04","3211,43",
2016/08/10,"3210,2","-3,26000000000022","-0,00101448283158969","3213,46","3200,42","3226,56",
2016/08/09,"3213,46","16,4700000000003","0,00515172083741277","3196,99","3179,66","3214,09",
2016/08/08,"3196,99","6,9399999999996","0,00217551449036836","3190,05","3183,94","3211,72",
2016/08/05,"3190,05","1,20000000000027","0,000376311209370235","3188,85","3181,77","3197,89",
2016/08/04,"3188,85","-11,04","-0,00345011859782679","3199,89","3183,75","3201,62",
2016/08/03,"3199,89","-17,8200000000002","-0,00553810007738428","3217,71","3183,63","3217,71",
2016/08/02,"3217,71","-53,8299999999999","-0,0164540247100754","3271,54","3212,39","3271,54",
2016/08/01,"3271,54","9,73000000000002","0,00298300636763025","3261,81","3257,67","3272,45",
2016/07/29,"3261,81","44,0700000000002","0,0136959480877884","3217,74","3216,45","3278,39",
2016/07/28,"3217,74","29,5999999999999","0,00928441034584426","3188,14","3178,42","3230,85",
2016/07/27,"3188,14","-28,5700000000002","-0,00888174563451482","3216,71","3164,46","3216,71",
2016/07/26,"3216,71","-16,1999999999998","-0,00501096535319567","3232,91","3209,44","3232,91",
2016/07/25,"3232,91","-4,09000000000015","-0,00126351560086504",3237,"3221,72","3248,59",
2016/07/22,3237,"27,3200000000002","0,00851175195035024","3209,68","3208,83","3247,25",
2016/07/21,"3209,68","8,44999999999982","0,00263961039975254","3201,23","3182,71","3209,75",
2016/07/20,"3201,23","-1,19000000000005","-0,000371593982051091","3202,42","3191,25","3203,1",
2016/07/19,"3202,42","17,2800000000002","0,00542519324111348","3185,14","3172,22","3202,42",
2016/07/18,"3185,14","7,73000000000002","0,00243279904072815","3177,41","3174,11","3187,24",
2016/07/15,"3177,41","1,28999999999996","0,000406155938692481","3176,12","3155,45","3179,63",
2016/07/14,"3176,12","-27,23","-0,00850047606412038","3203,35","3168,93","3203,35",
2016/07/13,"3203,35","16,6700000000001","0,00523114966046169","3186,68","3179,33","3203,35",
2016/07/12,"3186,68","-1,17000000000007","-0,000367018523456271","3187,85","3161,57","3187,85",
2016/07/11,"3187,85","22,8299999999999","0,00721322456098221","3165,02","3150,57","3192,61",
2016/07/08,"3165,02","49,9000000000001","0,0160186445465986","3115,12","3115,12","3165,63",
2016/07/07,"3115,12","-33,4300000000003","-0,0106175858728622","3148,55","3098,44","3148,55",
2016/07/06,"3148,55","-11,23","-0,00355404490186026","3159,78","3134,28","3159,78",
2016/07/05,"3159,78","32,8100000000004","0,0104925854741172","3126,97","3126,87","3160,07",
2016/07/04,"3126,97",0,0,"3123,63","3116,02","3148,16",
2016/07/01,"3126,97","3,33999999999969","0,00106926876742754","3123,63","3116,02","3148,16",
2016/06/30,"3123,63","31,4200000000001","0,010161017524683","3092,21","3074,64","3123,71",
2016/06/29,"3092,21","36,3000000000002","0,0118786220798388","3055,91","3055,91","3095,66",
2016/06/28,"3055,91","58,2799999999997","0,0194420258671016","2997,63","2997,63","3055,91",
2016/06/27,"2997,63","3,42000000000007","0,0011422044545974","2994,21","2957,46","3002,56",
2016/06/24,"2994,21","-25,8600000000001","-0,00856271543374827","3020,07","2964,2","3024,3",
2016/06/23,"3020,07","14,71","0,00489458833550724","3005,36","3005,36","3028,26",
2016/06/22,"3005,36","-6,44999999999982","-0,00214156935530456","3011,81","2998,73","3017,17",
2016/06/21,"3011,81","13,7799999999997","0,00459635160422002","2998,03","2998,03","3020,19",
2016/06/20,"2998,03","0,269999999999982","9,00672502134867E-05","2997,76","2996,25","3034,68",
2016/06/17,"2997,76","-2,36999999999989","-0,00078996576815001","3000,13","2974,51","3000,13",
2016/06/16,"3000,13","17,3900000000003","0,00583020980709024","2982,74","2965,93","3001,15",
2016/06/15,"2982,74","27,9399999999996","0,00945580073101381","2954,8","2954,8","2994,02",
2016/06/14,"2954,8","-7,60999999999967","-0,00256885441245461","2962,41","2946,27","2968,08",
2016/06/13,"2962,41","-2,69000000000005","-0,000907220667093877","2965,1","2959,78","2985,46",
2016/06/10,"2965,1","-13,1300000000001","-0,00440865883427408","2978,23","2958,22","2978,23",
2016/06/09,"2978,23","6,63999999999987","0,00223449399143215","2971,59","2962,6","2983,46",
2016/06/08,"2971,59","18,9500000000003","0,00641798526064819","2952,64","2944,52","2974,08",
2016/06/07,"2952,64","15,6199999999999","0,00531831584395063","2937,02","2937,02","2961,57",
2016/06/06,"2937,02","-25,1799999999998","-0,00850043886300717","2962,2","2921,57","2967,96",
2016/06/03,"2962,2","11,0599999999999","0,00374770427699125","2951,14","2949,16","2979,23",
2016/06/02,"2951,14","12,8899999999999","0,00438696503020501","2938,25","2920,08","2951,14",
2016/06/01,"2938,25","1,5300000000002","0,000520989403143711","2936,72","2921,8","2943,69",
2016/05/31,"2936,72","1,63999999999987","0,000558758193984448","2935,08","2916,14","2942,99",
2016/05/30,"2935,08",0,0,"2920,86","2920,86","2946,52",
2016/05/27,"2935,08","14,2199999999998","0,00486842916127435","2920,86","2920,86","2946,52",
2016/05/26,"2920,86","5,51999999999998","0,00189343266994587","2915,34","2904,71","2927,54",
2016/05/25,"2915,34","-1,11999999999989","-0,000384027211070918","2916,46","2888,21","2920,26",
2016/05/24,"2916,46","32,9299999999998","0,0114200303100713","2883,53","2883,53","2922,93",
2016/05/23,"2883,53","-1,25999999999976","-0,000436773560640381","2884,79","2877,38","2894,12",
2016/05/20,"2884,79","23,9099999999999","0,00835756830066268","2860,88","2860,88","2887,71",
2016/05/19,"2860,88","-33,5599999999999","-0,0115946435234449","2894,44","2846,74","2894,44",
2016/05/18,"2894,44","-44,6300000000001","-0,0151850755511097","2939,07","2863,05","2939,07",
2016/05/17,"2939,07","-57,6999999999998","-0,0192540635417466","2996,77","2925,23","2996,77",
2016/05/16,"2996,77",30,"0,010112007334576","2966,77","2966,57","3005,06",
2016/05/13,"2966,77","-31,71","-0,0105753581814786","2998,48","2951,11","2998,48",
2016/05/12,"2998,48","18,77","0,00629927073440032","2979,71","2961,18","3007,1",
2016/05/11,"2979,71","-71,46","-0,0234205239301645","3051,17","2971,17","3051,17",
2016/05/10,"3051,17","0,960000000000036","0,00031473242825905","3050,21","3041,77","3056,66",
2016/05/09,"3050,21","31,1700000000001","0,0103244740049817","3019,04","3019,04","3053,72",
2016/05/06,"3019,04","31,1399999999999","0,0104220355433582","2987,9","2970,91","3019,04",
2016/05/05,"2987,9","7,36000000000013","0,00246935119139489","2980,54","2969,46","2990,77",
2016/05/04,"2980,54","44,6700000000001","0,0152152513564974","2935,87","2924,95","2983,69",
2016/05/03,"2935,87","2,73999999999978","0,000934155663062933","2933,13","2914,44","2937,26",
2016/05/02,"2933,13","50,1400000000003","0,0173916662908995","2882,99","2882,99","2938,4",
2016/04/29,"2882,99","-29,46","-0,0101151951106457","2912,45","2856,99","2912,45",
2016/04/28,"2912,45","-6,28999999999996","-0,00215503950334732","2918,74","2903,61","2929,14",
2016/04/27,"2918,74","-6,89000000000033","-0,00235504831438026","2925,63","2890,48","2925,63",
2016/04/26,"2925,63","9,69000000000005","0,00332311364431369","2915,94","2914,06","2938,96",
2016/04/25,"2915,94","26,9500000000003","0,0093285196556583","2888,99","2880,03","2915,94",
2016/04/22,"2888,99","30,9199999999996","0,0108184894001895","2858,07","2858,07","2893,17",
2016/04/21,"2858,07","-53,7799999999997","-0,0184693579683019","2911,85","2850,65","2913,47",
2016/04/20,"2911,85","-52,6199999999999","-0,0177502217934403","2964,47","2908,88","2964,47",
2016/04/19,"2964,47","2,73000000000002","0,000921755454563877","2961,74",2953,"2967,79",
2016/04/18,"2961,74","12,4799999999996","0,00423156995314064","2949,26","2938,84","2961,96",
2016/04/15,"2949,26","22,7400000000002","0,00777032106392584","2926,52","2924,45","2955,78",
2016/04/14,"2926,52","-18,0100000000002","-0,0061164260510167","2944,53","2920,47","2944,53",
2016/04/13,"2944,53","-13,6899999999996","-0,00462778292351468","2958,22","2935,13","2966,72",
2016/04/12,"2958,22","22,8399999999997","0,00778093466603973","2935,38","2935,38","2965,55",
2016/04/11,"2935,38","-8,48999999999978","-0,00288395887046635","2943,87","2935,38","2955,48",
2016/04/08,"2943,87","18,3299999999999","0,00626550995713609","2925,54","2925,54","2954,13",
2016/04/07,"2925,54","-19,3600000000001","-0,00657407721824175","2944,9","2914,11","2944,9",
2016/04/06,"2944,9",6,"0,00204158018306169","2938,9","2922,87","2946,54",
2016/04/05,"2938,9","-16,5499999999997","-0,00559982405386649","2955,45","2932,63","2955,45",
2016/04/04,"2955,45","-4,73000000000002","-0,00159787580484971","2960,18","2946,44",2969,
2016/04/01,"2960,18","-4,36000000000013","-0,00147071721076461","2964,54","2942,87","2965,6",
2016/03/31,"2964,54","18,8299999999999","0,00639234683658606","2945,71","2941,96","2967,78",
2016/03/30,"2945,71","-9,90999999999985","-0,00335293440970079","2955,62","2945,49","2961,45",
2016/03/29,"2955,62","56,96","0,019650459177689","2898,66","2892,16","2955,63",
2016/03/28,"2898,66","26,3299999999999","0,00916677401273528","2872,33","2871,65","2902,96",
2016/03/25,"2872,33",0,0,"2871,73","2847,93","2874,16",
2016/03/24,"2872,33","0,599999999999909","0,000208933291082347","2871,73","2847,93","2874,16",
2016/03/23,"2871,73","-17,4499999999998","-0,00603977599180384","2889,18","2871,73","2890,29",
2016/03/22,"2889,18","-1,24000000000024","-0,000429003397430213","2890,42","2874,32","2897,31",
2016/03/21,"2890,42","-28,4899999999998","-0,00976049278669085","2918,91","2887,8","2923,08",
2016/03/18,"2918,91","-13,73","-0,0046817884227181","2932,64","2918,91","2942,23",
2016/03/17,"2932,64","42,1700000000001","0,0145893228436898","2890,47","2884,58","2939,02",
2016/03/16,"2890,47","32,4599999999996","0,0113575529826696","2858,01","2840,83","2895,21",
2016/03/15,"2858,01","1,59000000000015","0,000556640830130074","2856,42","2839,61","2863,48",
2016/03/14,"2856,42","-1,15000000000009","-0,000402439835244663","2857,57","2842,59","2858,59",
2016/03/11,"2857,57","62,4500000000003","0,0223425112338648","2795,12","2795,12","2857,97",
2016/03/10,"2795,12","-12,9100000000003","-0,00459752922867644","2808,03","2766,93","2831,23",
2016/03/09,"2808,03","14,5600000000004","0,00521215549119926","2793,47","2793,47","2822,84",
2016/03/08,"2793,47","-28,8900000000003","-0,0102361144574046","2822,36","2790,91","2822,36",
2016/03/07,"2822,36","9,57000000000016","0,00340231585009907","2812,79","2795,7","2826,6",
2016/03/04,"2812,79","0,460000000000036","0,000163565442177851","2812,33","2794,57","2814,67",
2016/03/03,"2812,33","8,84999999999991","0,00315679084566321","2803,48","2786,14","2812,33",
2016/03/02,"2803,48","22,9299999999998","0,00824656992321657","2780,55","2773,91","2803,48",
2016/03/01,"2780,55","77,5300000000002","0,0286827326471873","2703,02","2703,02","2780,55",
2016/02/29,"2703,02","-8,11000000000013","-0,00299137260109258","2711,13","2698,8","2739,76",
2016/02/26,"2711,13","-17,3099999999999","-0,00634428464617142","2728,44","2711,13","2734,14",
2016/02/25,"2728,44","52,98","0,0198022022381198","2675,46","2675,46","2729,13",
2016/02/24,"2675,46","-3,73999999999978","-0,00139593908629433","2679,2","2650,35","2681,42",
2016/02/23,"2679,2","-7,19000000000005","-0,00267645427506805","2686,39","2676,53","2712,33",
2016/02/22,"2686,39","26,4899999999998","0,00995902101582758","2659,9","2659,9","2703,95",
