"FTSE EPRA Nareit United States USD Price Return Index | Price History                                          04-May-2021 23:39",,,,,,,
,,,,,,,
,,,,,,,
.FTUNUS,,,,,,,
"Interval: Daily",,,,,,,
"History Period: 04-May-2001 - 03-May-2021",,,,,,,
"Currency Conversion: USD",,,,,,,
,,,,,,,
,,,,,,,
".FTUNUS Statistics     Daily     04-May-2001 - 03-May-2021",,,,,,,
Price,,,Up/Down,,"Price Change (Close-Close)",,
High,"3431,19",2020/02/21,Up,2688,Up,"0,183511498032571",2008/11/24
Low,"688,96",2009/03/06,Down,2331,Down,"-0,194984218903146",2008/12/01
Avg,"2241,01562143895",,Unch,172,Period,"1,68930494101673","04-May-2001 - 03-May-2021"
,,,,,,,
,,,,,,,
".FTUNUS History     Daily     04-May-2001 - 03-May-2021",,,,,,,
"Exchange Date",Close,Net,%Chg,Open,Low,High,
2021/03/08,"2993,41","42,1999999999998","0,0142992196421128","2951,21","2947,9","3018,07",
2021/03/05,"2951,21","37,0300000000002","0,0127068334831754","2914,18","2867,41","2956,75",
2021/03/04,"2914,18","-30,6600000000003","-0,0104114315208977","2944,84","2878,25","2962,36",
2021/03/03,"2944,84","4,44000000000005","0,00150999863964088","2940,4","2934,38","2971,98",
2021/03/02,"2940,4","-19,4000000000001","-0,00655449692546797","2959,8","2919,95","2959,8",
2021/03/01,"2959,8","16,3400000000001","0,00555128997846077","2943,46","2943,46","3011,16",
2021/02/26,"2943,46","-48,2599999999998","-0,01613118874761","2991,72","2943,36","2998,64",
2021/02/25,"2991,72","-64,5500000000002","-0,0211205161847612","3056,27","2973,45","3075,88",
2021/02/24,"3056,27","30,8200000000002","0,0101869143433209","3025,45","3024,45","3061,82",
2021/02/23,"3025,45","39,0799999999999","0,0130861212776715","2986,37","2986,37","3032,68",
2021/02/22,"2986,37","35,27","0,0119514757209176","2951,1","2942,22","2997,97",
2021/02/19,"2951,1","14,9899999999998","0,00510539455265633","2936,11","2936,11","2966,99",
2021/02/18,"2936,11","-15,3099999999999","-0,00518733355469569","2951,42","2933,02","2955,31",
2021/02/17,"2951,42","-7,01999999999998","-0,00237287218939711","2958,44","2932,31","2958,44",
2021/02/16,"2958,44","-17,6599999999999","-0,00593394039178786","2976,1","2940,9","2984,68",
2021/02/15,"2976,1",0,0,"2977,7","2955,83","2977,7",
2021/02/12,"2976,1","-1,59999999999991","-0,000537327467508449","2977,7","2955,83","2977,7",
2021/02/11,"2977,7","21,04","0,00711613780414385","2956,66","2956,66","2984,12",
2021/02/10,"2956,66","24,3699999999999","0,00831091058524221","2932,29","2932,29","2985,22",
2021/02/09,"2932,29","13,9400000000001","0,00477667174944748","2918,35","2909,47","2933,86",
2021/02/08,"2918,35","17,77","0,0061263609347096","2900,58","2890,3","2918,73",
2021/02/05,"2900,58","11,8199999999997","0,00409172101524519","2888,76","2888,76","2906,07",
2021/02/04,"2888,76","22,6500000000001","0,00790269738425953","2866,11","2866,11","2905,01",
2021/02/03,"2866,11","1,74000000000024","0,000607463421275965","2864,37","2822,75","2873,34",
2021/02/02,"2864,37","9,69999999999982","0,00339794091786435","2854,67","2844,8","2875,16",
2021/02/01,"2854,67","54,5799999999999","0,0194922306068733","2800,09","2782,18","2854,67",
2021/01/29,"2800,09","-36,9499999999998","-0,0130241378337985","2837,04","2784,71","2853,26",
2021/01/28,"2837,04","21,3699999999999","0,00758966782328891","2815,67","2811,05","2868,52",
2021/01/27,"2815,67","-54,6900000000001","-0,0190533591605234","2870,36","2802,96","2874,55",
2021/01/26,"2870,36","21,7600000000002","0,00763884013199474","2848,6","2848,6","2882,18",
2021/01/25,"2848,6","13,6199999999999","0,00480426669676678","2834,98","2813,45","2878,16",
2021/01/22,"2834,98","7,36999999999989","0,00260644148238261","2827,61","2803,75","2838,89",
2021/01/21,"2827,61","-17,0099999999998","-0,00597970906483107","2844,62","2802,52","2844,62",
2021/01/20,"2844,62","57,4499999999998","0,0206123056720616","2787,17","2777,38","2856,94",
